gene	vegrepl1-mrna-Jan2017-rpkm	0hr mrna rpkm	1.5 hr mrna rpkm	3hr mrna rpkm	4.5hr mrna rpkm	6hr mrna rpkm	8hr mrna rpkm	10hr mrna rpkm	spore mrna rpkm	MATa/a mrna rpkm
YDR250C	1.489853425	4.432276604	0	6.017065698	6.197857565	2.561048061	0.662581117	3.402132064	4.231988789	3.875040424
YDR251W	96.02665625	1233.998273	227.4954826	220.9546653	163.3216407	88.44615795	60.2352412	137.2263182	126.7091884	82.45092178
YDR252W	69.31256548	54.0055857	81.21325984	95.39363387	78.63911025	69.85751096	45.87100043	51.50304541	36.32999607	42.9235247
YDR253C	46.77446799	124.3098973	259.5065654	356.7210402	773.3825565	1152.739644	693.3988437	441.0112588	1217.484124	55.69244145
YDR254W	73.79356006	37.80055491	79.52997908	114.2283042	70.87812926	36.3330463	21.19052138	45.0104397	45.63607045	36.64958506
YDR255C	51.23316852	920.8550795	324.2569714	373.6867219	222.1137232	151.7134292	139.2013703	192.5505192	181.1543858	42.79895394
YDR256C	17.95033078	2717.700442	2826.998299	2972.551767	1198.794699	841.4901706	2146.281914	1561.907856	1353.19548	18.56269365
YDR257C	261.0599584	129.6650857	142.3834765	194.4968984	120.7639202	85.69536397	80.34667864	113.967843	100.5520536	254.7247626
YDR258C	389.9352736	6372.807888	586.9361642	1188.917481	538.2916128	301.3305867	176.969393	449.0814325	574.5886597	374.3523901
YDR259C	83.69374404	98.191974	330.2519407	321.9460756	259.5670178	170.7177752	86.49960081	209.7358339	391.7612479	61.83031534
YDR260C	128.5812572	162.7320629	214.6019521	457.974411	2649.533735	2191.680481	1384.417171	1025.235877	155.3784493	124.4118939
YDR261C	116.554279	53.48117184	181.9201899	139.1238671	108.853181	92.70710993	73.35980989	95.18451257	52.60759544	91.97333516
YDR261C-C	0	0	0.220997714	0.228979244	0	0	0	0.345248074	0	0
YDR261C-D	0	0	0.063855784	0.066161993	0	0	0	0.099757079	0	0
YDR261W-A	0	0	0	0	0	0	0	0	0	0
YDR262W	121.2611135	4263.394602	390.032139	503.0076661	303.8575948	229.7654897	200.0628329	361.136991	855.9991869	114.3213507
YDR263C	28.97058046	31.83474583	166.0811262	113.8411262	646.9132074	686.4356555	649.1940769	485.5363951	30.21083968	30.09520446
YDR264C	247.6556351	564.1425459	175.8100591	195.97058	197.0669128	175.6707088	115.3905027	153.1096428	131.4927201	111.2266637
YDR265W	201.7205316	884.1137407	127.8708061	192.0919842	139.3082771	129.7436612	297.9364752	176.397338	138.2183508	147.9826758
YDR266C	188.2405772	173.4592896	152.7514811	143.3323279	106.1960181	72.94030107	56.5545044	119.4477593	159.3548553	131.2513692
YDR267C	298.353927	188.8064323	110.918113	112.8344924	84.78799592	67.5919051	59.97743927	67.99888396	160.6794972	305.6173361
YDR268W	205.5997726	79.78097887	64.75171625	97.17561102	68.40180986	52.37343285	63.34275481	59.19709792	59.24784305	138.2097751
YDR269C	0	0	0	0	0	0	0.542111823	0	0	0
YDR270W	98.23049829	1038.367664	386.5027894	501.786627	376.3126321	457.8529922	533.1914695	539.9753487	177.8724222	64.95905329
YDR271C	2.062873973	0	0	0	3.900749517	1.329774955	0.917420009	0.785107399	0	1.788480196
YDR272W	478.2955324	2937.191489	734.1830048	1169.929939	873.5598517	572.8913863	407.2769202	521.6068831	779.9804279	414.3102044
YDR273W	34.54439805	677.9129504	454.7433748	808.7854156	7335.322001	7013.278189	7494.937916	5008.169052	699.7844513	36.2546155
YDR274C	1.031436986	0	0	2.082830434	3.510674565	1.773033273	3.669680034	4.710644397	3.66229799	0
YDR275W	198.6471233	2898.708899	1511.841267	1934.988044	1886.59028	1516.780714	899.3434365	1236.107983	2054.630557	144.2376158
YDR276C	5202.568159	14289.65977	8679.052909	9532.536332	13873.059	12024.12065	13749.88335	11444.77226	12994.32158	7303.15952
YDR277C	15.54629661	134.1245442	139.628384	98.23513781	73.29640251	67.25534908	140.0062709	117.3489031	367.4470266	24.71040271
YDR278C	12493.14857	102056.5703	80240.40241	40479.17979	7409.754923	11410.00515	10545.76433	34194.75026	11206.69999	9157.351343
YDR279W	110.1861385	85.80673257	228.0122213	208.9248824	144.377228	92.47627319	44.96743873	71.29059818	69.50178567	101.9920005
YDR280W	688.6248389	280.0702895	232.4555952	281.3714568	238.8677158	279.6557026	401.9967674	241.2420918	415.5043538	672.1433754
YDR281C	21.45388932	345.4047085	284.0808612	312.8166273	2367.250154	2376.532081	2303.350226	1765.586466	656.9042363	8.753032488
YDR282C	92.87633097	231.8697816	50.28117604	99.9442229	156.3143897	146.8161324	132.7309333	109.1438418	84.85405369	70.63364824
YDR283C	52.58819211	184.6637779	102.2373155	109.363838	75.96566973	45.87399259	41.27718756	73.68520179	89.04207631	48.71209353
YDR284C	499.398868	273.0282388	449.1000948	502.2244169	338.0649581	302.3744078	371.222114	444.2428447	374.6720741	385.0929062
YDR285W	34.46156286	41.38172269	495.1833294	1028.412126	950.1678988	437.9392185	226.1568931	308.5765578	98.51239324	29.11712618
YDR286C	221.3138056	251.9399333	97.9299027	149.9199422	122.1304143	152.8541317	173.2475258	142.6746752	274.2328735	287.8135288
YDR287W	111.1987303	792.5495044	308.2351446	383.042435	364.6643548	227.9614208	328.8732297	332.5864489	307.2144829	114.1220696
YDR288W	281.3934426	376.4313792	168.2080521	255.5134237	142.8443485	136.9980357	163.6108753	157.8397608	164.9581546	212.526865
YDR289C	216.4741667	804.3896633	189.9355738	332.1792455	281.3606605	182.4944763	187.3806723	203.0757181	252.2832492	155.8005944
YDR290W	1.205274681	0	0	0	0	0	0	0	1.71181569	0
YDR291W	81.92222386	172.230393	56.81082533	69.81616116	53.41298525	48.49530894	49.37419214	69.68904168	59.0398436	47.90692699
YDR292C	404.3095919	394.3989919	125.0215638	154.7245465	158.6322082	139.0623572	140.5024171	140.9228657	119.7048257	184.6115604
YDR293C	158.3335373	1428.669292	468.3981016	522.6195487	251.9421548	153.1261246	160.905483	387.29584	476.7330214	95.19189475
YDR294C	236.1809745	1586.101847	521.7426464	523.2947031	369.2381058	181.8074539	145.8794384	357.4029263	371.5240684	187.6335363
YDR295C	117.2594256	304.0203409	159.9098969	138.4843747	139.8505054	104.5846008	135.9070203	157.4434002	102.4593561	90.72919076
YDR296W	696.9922978	667.5393981	252.492557	309.2248546	292.597671	226.2630287	311.3555094	220.4976028	384.5589813	817.6896896
YDR297W	264.2729093	994.1193489	613.2539225	537.2692662	547.0505686	646.0825791	1237.460589	821.9551068	1527.671008	231.6569621
YDR298C	1980.87206	6030.284559	1454.239386	1702.330768	1088.183806	617.4381673	549.4822969	661.6706175	826.0929826	2748.588259
YDR299W	263.9036676	235.4700736	91.13559506	85.17360959	55.37700945	57.28791003	70.77138272	86.56609432	409.4264261	202.4351215
YDR300C	324.1687921	132.6431923	64.66155357	85.26873542	52.17276322	45.87344278	50.38856497	61.4879223	111.1905905	222.6111242
YDR301W	61.25101434	207.9791138	84.76616719	91.1868768	60.51817546	35.86615738	36.40333565	70.23953374	50.44226996	44.27624664
YDR302W	510.6025657	127.6495662	169.8643677	253.9803431	386.6110861	277.0541793	141.4478169	163.3023391	355.3600986	423.1544143
YDR303C	99.46578015	62.64557233	64.69873946	77.35333997	55.83927437	58.18251681	47.8160156	76.55975713	54.5369456	62.28702391
YDR304C	1228.391381	2532.852436	1054.96048	1273.135158	1077.803601	756.1556562	431.8999632	499.4197749	668.9418396	1578.759188
YDR305C	286.0518576	606.0130921	293.0061355	450.4594184	530.6595403	608.3653258	305.9920069	322.8932614	440.5115603	298.7303891
YDR306C	164.0591536	880.1979891	231.3821989	302.0331017	167.0438616	139.5017944	236.7623192	224.6741332	247.1149532	127.2431575
YDR307W	87.75074479	52.60829711	258.8099758	216.8670257	109.4636458	47.38934655	29.52865396	78.34956705	97.02640549	41.0766338
YDR308C	424.6451646	319.1239155	82.07051461	195.1319488	216.9203582	197.3488605	185.3036778	143.0582475	336.1807954	614.1138445
YDR309C	127.60349	113.972827	206.4792568	102.6537857	53.2730934	34.70079406	19.52794018	58.32226396	60.68950956	87.89102677
YDR310C	99.24737867	81.69327463	167.9726708	120.9759038	112.0962465	84.41882296	156.0616755	175.9062109	151.475173	91.66346822
YDR311W	152.8977024	142.402004	94.96800311	138.9913202	136.5500258	148.8038808	164.4817741	163.4334004	139.1461611	110.9144797
YDR312W	150.7704203	234.563431	101.8824921	150.8564329	119.5534787	76.90225422	52.76221985	63.40194502	197.1092659	123.8584349
YDR313C	156.6857085	1294.423972	647.9412933	822.0393463	518.7207941	299.3836408	183.4977458	321.100105	576.0259797	87.0795601
YDR314C	29.3277536	221.4425981	48.46056257	70.16631738	38.69914468	23.97414976	10.27837573	38.82373589	25.58058008	18.10271485
YDR315C	89.25473036	40.19499699	79.79535772	95.69890368	66.11621547	77.76984113	46.0670902	71.36686193	93.03914284	70.63814148
YDR316W	320.6217308	181.448775	79.32400019	124.8408011	139.2049779	143.2940386	145.6505748	130.7863866	246.2230999	292.1711895
YDR316W-A	0	0	0	0	0	0	0	0	0	0
YDR317W	14.66468384	10.50281241	25.40522579	62.24235555	3021.016934	3191.908761	2115.119959	1682.014093	70.39029454	10.35960174
YDR318W	171.5081696	75.89479939	90.45455421	125.8411534	90.89975836	66.96883841	31.16599318	58.25541896	113.9362942	141.5000435
YDR319C	233.88946	1289.010325	241.4482355	310.268223	259.1566196	184.5762403	140.4983772	206.8496295	279.6099887	184.1783919
YDR320C	60.98987025	523.1862035	103.8876541	119.3214723	75.50985566	38.71168179	31.31384904	63.53442315	87.20896466	74.802013
YDR320C-A	724.5747524	638.247831	497.0196885	990.0911312	612.344075	606.2435656	323.1395607	519.1781913	559.1016132	758.0456438
YDR320W-B	8.581555727	0	8.362553489	12.99686191	4.868135397	1.843954604	0	16.33023391	15.23515964	14.88015523
YDR321W	648.6541949	66.11683332	116.0824069	162.0119872	121.1430563	85.57579378	69.97735159	85.71117245	171.9216219	548.7571058
YDR322C-A	3545.851151	4308.172859	1196.309735	2290.245631	2225.030866	1432.90639	815.6373554	1146.518506	1778.493289	3800.122976
YDR322W	387.1563934	253.0982778	80.50159249	118.5776913	112.2608809	96.1717703	71.69584642	65.22708372	167.2365225	404.0731808
YDR323C	112.8924418	68.19986904	104.5319186	153.617143	141.0058035	111.5295123	72.42439084	66.67081384	107.8133273	92.06346041
YDR324C	351.7077496	89.3715589	36.31690171	45.78374956	27.92050354	27.70803649	31.69886096	55.2250975	105.7605864	188.4590334
YDR325W	106.7415458	14.76262208	82.30859733	111.1854246	103.8152234	68.60382287	34.18292504	50.30869305	55.33242035	55.92873305
YDR326C	73.02486638	123.6914401	71.82425697	102.6590279	479.980768	560.0411103	473.1585613	468.4440953	67.90865731	48.10621009
YDR327W	2.410549361	0	0	1.216934636	21.87926021	25.38027404	23.58490988	14.67886194	0	0
YDR328C	1456.4126	4823.330037	1613.375498	2193.375171	2064.089408	1684.584242	1490.875665	1125.386405	1630.162082	1424.243429
YDR329C	214.5388932	1731.738783	372.0543643	416.9313225	288.5889112	380.6979736	743.6232665	490.8744482	487.7417221	203.4120746
YDR330W	112.3987548	960.6890429	365.535732	445.0502003	338.2898662	195.9920564	306.5670537	246.1417793	220.1338035	114.0760341
YDR331W	204.1403244	148.9787667	156.5312149	123.6414903	244.1311947	243.1950332	150.1760385	211.6265007	102.6041364	76.86814883
YDR332W	74.60830165	138.6045663	56.47843961	77.51237916	52.85923136	33.02605261	26.7010301	43.1410657	66.17061874	57.46627113
YDR333C	198.2351563	195.8260391	152.9373241	177.4607032	176.9078559	159.3161062	203.1564058	164.9260839	108.8534844	138.4446261
YDR334W	95.28683951	187.205133	138.1639272	195.7136145	113.9968607	58.09382064	62.60793241	99.83835313	94.72294907	63.45216695
YDR335W	151.0674281	809.3300297	252.6983228	294.316904	197.7890419	84.24041573	64.72950135	138.2987859	230.9928354	108.3596366
YDR336W	177.0854932	179.5748135	74.05820675	147.0407682	107.5390362	92.1977302	53.68928484	72.24052628	162.9387412	125.1572378
YDR337W	713.1208528	199.6018498	86.91417952	139.1361933	150.2679746	137.7786305	123.2847562	103.0578432	280.1671679	589.3544628
YDR338C	96.63771149	275.6928501	74.06921452	92.04508341	79.15520942	78.6272063	99.01079015	86.4825997	124.0673873	74.84101743
YDR339C	600.7089009	343.527509	139.580856	201.3239394	223.6001405	322.1497161	392.0297594	274.2518695	497.8312459	829.3498282
YDR340W	129.7827872	55.15721996	27.10086779	74.8790398	40.066958	36.42379465	27.09220568	54.43411303	30.0941425	36.74112402
YDR341C	1695.87887	268.1075072	295.4626679	290.6611124	179.0364421	150.3701076	180.5195493	233.2890558	434.6425221	1227.359743
YDR342C	7.981937042	992.7012544	49.51511934	62.80244071	39.46340854	33.88392081	89.3510478	95.87714464	370.0954842	6.920217382
YDR343C	2.725539478	606.3933567	17.26389218	28.89501967	15.82953887	14.80852835	31.60187253	34.08306533	130.9228328	2.531786847
YDR344C	15.92280848	4.98631118	21.23304597	22.84604632	19.01615389	7.202947672	8.572143205	14.67169453	0.595123423	9.445411035
YDR345C	687.0725502	121.7096685	16.97689919	16.30536964	61.07377893	65.3628069	44.48482567	43.80555446	76.592819	490.1219013
YDR346C	742.2202538	434.0921383	347.3746291	576.1800225	353.8610064	298.0321825	239.1541696	311.9859098	349.7766455	417.8951892
YDR347W	549.1343193	349.768265	151.9520274	199.3999785	159.4502405	171.87855	173.9209614	136.5358961	214.402081	703.0503806
YDR348C	324.2665979	350.3714656	314.9024048	253.5064992	144.6072858	79.90469951	69.07408148	107.5073732	170.9194472	186.1956924
YDR349C	222.1611589	608.3818146	298.3779375	364.2462526	325.8782144	245.5144063	245.2262093	268.0196103	218.8899019	165.2096957
YDR350C	161.8101618	251.2022713	126.0739694	170.4191563	84.42487062	55.91044788	30.78316056	73.2377889	127.6459321	98.49933836
YDR351W	125.4227375	168.0593401	115.9129086	182.5200331	99.37909538	67.1570449	42.34246193	133.637358	146.1313241	81.77481757
YDR352W	326.847844	292.3517749	283.7796046	280.0358529	223.6674065	171.5558436	96.85246131	131.5186624	255.6234839	221.8915765
YDR353W	1190.333292	3799.702087	772.4908785	583.4146901	344.4205793	198.3787828	144.3896771	248.491726	382.9103456	1280.623359
YDR354C-A	3.831051664	0	0	1.934056832	0	1.646388039	0	0	0	0
YDR354W	582.7018968	155.5839588	217.1715761	189.0125347	117.0959622	107.5214527	129.5061597	138.1963008	269.8859997	510.0884237
YDR355C	0	0	0	0	0	0	0	0	0	0
YDR356W	89.87440119	184.2293739	298.4527536	274.6904328	462.4728627	278.2876354	263.8004042	328.4583804	145.0222493	69.67532145
YDR357C	248.9067741	588.6751839	202.9745992	431.6514412	705.406998	787.7087629	642.4077738	494.6633961	751.40399	292.5467412
YDR358W	90.12228598	1663.833797	263.4670662	322.3044596	422.2670109	317.8936608	116.9591144	219.6082571	214.6515057	92.48237742
YDR359C	50.46008235	151.111636	277.9919456	222.5189623	273.7378315	118.9570922	109.8770032	181.7861968	124.2701755	48.19053388
YDR360W	0.984123363	2.927742344	9.590084276	13.91101427	4.466179263	1.268776104	0	4.494559792	2.795442136	0.85321991
YDR361C	674.0909541	284.0686369	116.4105457	163.6915373	86.36023021	159.2506249	437.8456492	218.3550216	414.0616304	495.6528979
YDR362C	117.125751	152.4757452	115.4173251	129.2056588	79.89308474	62.33583137	92.27025495	95.03045767	82.47517508	72.63475466
YDR363W	99.90541135	201.5519466	59.32246182	97.8977966	70.92401684	43.77809844	61.35167581	73.9905335	83.67135729	69.16548126
YDR363W-A	1560.004237	2976.97024	1249.903084	2958.333329	3273.821054	3436.999671	1668.341392	1931.633382	1534.398221	2103.150511
YDR364C	197.0707035	134.6761478	110.2859692	132.5272521	108.2118017	86.59396908	77.57669926	87.64391594	164.5816557	124.7834118
YDR365C	319.6946561	320.1719415	51.32191078	58.51077679	50.49324891	37.31812889	45.98247675	68.24375254	217.2698875	233.4950467
YDR365W-A	0	0	0	0	0	0	0	0	0	0
YDR366C	2.103322482	0	2.049645463	5.309175616	5.568128722	3.615597263	0.935408636	8.005016622	22.40464653	5.470645305
YDR367W	519.8850901	134.2848159	166.1126033	275.861611	319.3207624	284.5806177	169.5682844	208.5742747	214.9515098	605.8875087
YDR368W	490.9499245	724.2914806	398.1488777	369.0946136	186.9164615	148.051304	163.4698423	178.0720046	383.7388333	375.8127942
YDR369C	56.26828455	79.87652496	89.75974329	101.3028857	69.8154747	41.40616626	42.50676083	61.60507403	86.4846188	34.5273063
YDR370C	141.5043763	20.36961163	49.67119537	53.38545524	70.29833029	131.86673	153.1549204	84.73962986	75.45545969	136.3134788
YDR371C-A	0	0	0	0	5.40903933	0	0	0	0	6.200064679
YDR371W	100.7286267	30.48541469	65.22621751	72.75512975	3432.183873	13258.20226	11422.44597	6512.178644	200.0388847	79.39107211
YDR372C	591.2981457	863.3966057	210.6670875	294.5224458	216.1541714	166.4367001	140.9224673	199.3691134	312.647908	428.2038535
YDR373W	583.3952358	1468.7165	456.6394339	820.8544363	521.2131319	614.1123667	821.6005854	651.2993875	882.4810306	717.902226
YDR374C	19.43557917	72.27545125	1074.821226	2167.087094	2551.247845	2237.481501	1177.685991	1120.640965	116.519775	4.2125875
YDR374W-A	162.4365905	469.5680471	881.0547426	1366.991369	1720.654047	2644.099191	2216.277045	1735.670576	347.1439947	348.0893456
YDR375C	342.6731062	110.2693621	132.2795217	202.8591051	128.0159937	86.60679233	64.40834293	109.1173524	105.8094039	216.8603859
YDR376W	202.5446302	97.62229483	77.6270788	115.3905637	74.80222111	55.5325991	50.3226165	62.7025859	106.8711093	144.7989789
YDR377W	3559.514197	8017.015438	1926.191817	2425.684644	1400.578385	1151.909446	813.3264017	1151.082341	1311.710086	2829.724642
YDR378C	882.1711204	628.721744	435.2896312	482.5327462	375.4034759	457.5484372	524.7642449	450.9094438	451.3700282	967.4877048
YDR379C-A	130.51116	5499.56881	954.7248567	1318.639948	1541.576209	2077.522187	1448.667355	1243.819483	1922.169308	142.6014876
YDR379W	74.98025963	363.9302026	138.1088379	119.1926014	85.47921244	77.06426439	56.28325418	81.56869362	88.79481932	47.9095907
YDR380W	13.93109696	10581.85893	900.3999353	1044.918159	1308.311388	1395.91255	4238.927235	2199.412104	189.6975234	11.02121887
YDR381C-A	608.6129653	1511.6396	115.5352785	344.8728708	249.3851817	229.5238231	301.3000449	383.3307539	424.1789184	535.4897968
YDR381W	3260.058398	4806.900331	2085.083536	3348.104644	2639.650389	2287.349968	2019.777708	2762.334011	1668.50758	2754.535982
YDR382W	25495.94352	6396.505735	1310.669441	1862.645502	1524.190011	1954.895829	2878.601867	5749.677961	8434.586183	37654.15105
YDR383C	156.250929	262.2936292	212.8823548	258.4041228	354.1809314	225.4423951	167.079359	180.8256495	396.1837176	206.3857147
YDR384C	295.8290207	30369.12824	4109.002723	2870.986488	2343.424031	1834.770846	2620.466908	3437.641818	7771.121663	470.8174116
YDR385W	229.7886201	224.5112358	41.53333826	32.30791412	30.80786374	36.9687132	46.0248327	108.8351555	208.3496012	123.2856118
YDR386W	78.39594139	54.14174097	188.6008189	203.8047881	121.3724894	68.96029249	63.19272829	67.79844258	65.86161998	52.7966356
YDR387C	123.4799413	178.0187514	111.3576969	132.9591905	55.25091479	38.44438937	66.57456838	83.17451226	110.0001265	72.87389455
YDR388W	434.2758652	2203.642016	871.0225729	653.1829645	495.6598209	314.9750651	539.6854549	492.9644399	489.9412572	423.2158687
YDR389W	105.0733792	383.9538133	174.8234607	143.9547434	144.8302224	122.1801417	167.684151	192.7481939	178.1434021	95.1978435
YDR390C	224.9702818	156.7172551	151.6305789	185.3685329	132.1576465	108.8590704	80.56642746	127.0423384	191.7358422	143.3450934
YDR391C	204.4666447	2099.026317	550.1421632	687.7251851	545.8558704	400.6056305	194.8548413	302.4543323	289.32498	351.9191642
YDR392W	180.1317122	532.8767268	216.9530386	286.9459161	277.2132656	206.4301381	171.4709925	140.4502822	259.6684442	223.1438373
YDR393W	223.3757354	125.6048363	90.89732053	92.44526109	54.12133746	42.93418329	33.95083839	48.01910886	77.74463615	148.5461721
YDR394W	592.2112723	2584.201487	1114.070008	1388.794667	1109.117563	657.5569169	263.3735641	499.6891867	561.7266684	437.2637302
YDR395W	301.3981532	131.4445533	98.31650724	88.75334528	75.91659794	91.05148815	79.01118655	103.8073247	144.8575449	163.078458
YDR396W	1.459448253	0	0.711101487	1.47356711	1.655828366	0.313597722	0.649059054	0.555450133	2.072810835	0.632659661
YDR397C	569.2882441	738.7593004	381.9118916	447.3001359	339.5556382	374.2356687	580.7340892	339.4631301	948.8985256	962.2305104
YDR398W	357.9086343	198.4296141	91.29790969	64.82809726	39.85265756	35.53454185	46.02390376	52.733047	322.5263764	236.3774659
YDR399W	3451.208581	729.8774701	451.2466982	424.6499435	313.6975037	495.9051181	512.0111984	351.2617145	2674.826419	3196.56305
YDR400W	162.0737744	102.3980165	442.8766645	224.5433956	208.2732901	137.0041038	122.7570848	136.0852826	76.88772155	146.8893828
YDR401W	4.469560274	3.799094232	13.68870363	6.446856105	8.451623952	4.390368105	4.25945004	5.832226396	2.720564222	6.642926442
YDR402C	1.597630055	14.25872814	17.57025866	22.12231814	182.5550774	634.2026846	3405.18199	1560.232242	66.93745672	3.165990474
YDR403W	6.846985952	128.3902793	50.54734943	47.44985851	58.8507664	1066.872187	14831.99494	7769.337785	193.7546898	21.04664122
YDR404C	712.0715237	415.7008899	278.5225463	439.2853819	512.7021983	406.0946077	286.8627511	338.9597894	336.7772131	676.0925793
YDR405W	382.916754	1517.146484	458.3981677	421.46586	1167.98672	1184.21183	917.3598499	629.4502046	706.1871128	639.1910943
YDR406W	25.80705787	399.2740066	123.7387087	136.7977699	111.7558291	64.31903782	64.63778778	107.5010772	80.50568495	18.25597366
YDR406W-A	20.76182837	92.64887869	40.4639685	129.2698631	75.24671648	39.40709436	27.70016542	88.23594128	51.60296007	3.000031296
YDR407C	78.80503438	53.01980013	70.8677023	66.81785633	36.38324289	21.12562164	11.60716905	27.4527948	32.5696523	51.69975193
YDR408C	1199.217403	1111.205839	401.5097797	412.4004259	365.9423146	280.3756616	401.2183504	298.9688977	817.2295889	1563.847083
YDR409W	50.00257499	121.0221621	91.31795147	87.70925902	46.3828175	18.6268552	14.26867688	36.30988804	60.44197081	28.23618621
YDR410C	131.6488663	15.95619577	63.19429625	110.0302514	108.0578539	103.3033659	90.85794157	88.33171978	161.7004444	142.4605771
YDR411C	177.2277813	354.8023657	280.8077938	211.2326418	157.2317023	101.5034017	209.7871741	199.0564227	156.1367292	242.3224037
YDR412W	450.4323521	134.4457237	74.52738642	91.50954082	78.69400969	95.39904028	191.4859429	146.2916788	272.2579454	475.7688521
YDR413C	1.870978719	0	0	0.944539383	0.235859273	0	0	0	0.885765095	0
YDR414C	143.5471603	7.443123394	71.00856279	77.36227326	53.8144219	36.15333735	25.17421901	40.23045963	55.74380568	118.4881165
YDR415C	176.7679613	153.7188438	164.3065087	209.4447347	151.1864584	98.56067215	76.32934471	98.44141005	133.6831614	152.4691962
YDR416W	111.1004982	119.2915589	75.66119823	104.2456632	67.08174669	41.37921939	32.3718203	52.29563002	79.80321716	61.66850047
YDR417C	0	3.068499187	6.030687612	6.76919891	7.02134913	3.546066546	0.458710004	3.140429598	5.859676785	2.682720294
YDR418W	7767.483488	1119.119484	721.6998217	881.6649759	985.0194053	1317.922349	1154.415988	1587.164515	3749.831929	19482.42927
YDR419W	72.09626752	57.78589661	70.25636292	70.40850286	31.96451056	31.96087711	24.4365969	35.9638104	71.45364432	44.45233975
YDR420W	35.40157915	92.965627	82.27673594	76.64815997	45.39969115	24.59368734	15.27060401	71.68283818	70.58075198	21.32329937
YDR421W	56.57282306	222.8040226	104.5319186	114.8219003	50.28489302	39.85992095	37.09884907	57.79604805	62.0206821	35.56213253
YDR422C	61.04655691	275.0238769	132.8973639	122.7980305	61.20844442	34.80580141	44.10992282	86.98516555	65.45759544	34.93378151
YDR423C	202.4366992	1341.956978	272.5870801	306.4537845	291.9841038	160.873219	218.8352527	202.0343041	141.8041782	308.0955217
YDR424C	689.1694582	1433.871839	691.6289957	1060.816925	1150.347063	870.1950152	552.2114408	501.092109	969.4152949	1019.188714
YDR425W	72.22101354	485.5317658	139.8933762	185.8737127	198.286813	105.5101087	68.48858282	102.5355446	100.3107046	78.26814323
YDR426C	1.002518192	2.9824665	0.976933819	4.554974968	0.758276542	0.86166103	0.445848976	1.526190085	0.711923348	2.607503837
YDR427W	802.7999492	1687.773008	732.2824245	1374.545567	1188.940109	836.6820757	332.155103	458.0324965	429.5581776	565.9631234
YDR428C	228.7232828	191.2106105	101.9402182	103.607904	66.55130002	57.71882697	46.91731416	63.76888861	101.9874323	214.4402536
YDR429C	2338.8946	839.733911	302.9375994	464.8714169	391.6780832	328.6577912	506.6173174	413.699259	1040.770513	2289.647415
YDR430C	145.7537429	288.5274989	97.41943755	107.9163835	50.06149544	21.76626826	30.68911798	72.39175857	58.03496379	92.71333832
YDR431W	0	0	0	0.644685611	0.48294994	0.548796013	0.567926672	0	0	0
YDR432W	914.0986258	5645.665624	967.5156821	918.8287817	773.3556864	366.3400951	380.9220779	970.7187144	309.5244459	642.5307535
YDR433W	1059.180205	8588.705064	1369.61506	1341.900408	1105.552271	461.7146174	459.0278506	1484.508272	511.0376383	680.2984355
YDR434W	315.9762145	301.773489	192.8258693	265.6154788	193.8589193	139.6392807	84.8515531	134.2884284	174.6866363	173.902785
YDR435C	105.8808453	1861.039792	206.0192182	250.9642159	282.2678291	231.2402618	187.7356051	188.6696927	231.9787253	117.9818133
YDR436W	51.53901051	524.1760407	273.2049855	278.0563558	192.975893	101.5375871	87.95548586	151.3677977	170.7616663	44.81812311
YDR437W	50.53188806	60.65991782	63.06471123	71.60805459	72.75381412	81.14924187	67.02473451	60.05747182	54.14147641	22.28948872
YDR438W	59.89974795	114.557303	366.010621	415.4861006	1670.792148	3398.839117	4560.732712	1915.42943	233.5189711	35.76960392
YDR439W	80.12504394	104.104448	95.60846215	147.9317616	144.0898815	87.70027995	51.6328456	78.91286813	71.53093246	81.65938846
YDR440W	89.74051393	13.60386141	104.3462491	81.0861056	41.00013382	33.57110958	47.96004563	52.7904542	64.67501162	59.46776069
YDR441C	76.14806393	254.117192	246.4888451	273.1079264	364.3588993	184.3954604	99.23992734	242.9374304	618.8108052	104.4825714
YDR442W	0	0	0.941728997	0	1.827378152	0.415305091	0.859564693	2.206788366	2.058805357	0
YDR443C	51.52613874	101.0521048	102.5145049	86.12704832	45.84537802	26.98711259	25.77956782	58.65577226	72.20093525	30.71225749
YDR444W	124.451828	127.5540201	259.1390078	296.4665918	220.2685514	172.6637133	189.2522113	177.8479816	104.6847047	105.531041
YDR445C	863.7522394	20901.22897	9100.639732	6561.53166	1267.47902	1112.385658	918.8559703	5994.615865	1033.341263	4383.984864
YDR446W	17.43602312	39.46762206	750.5613379	1896.906538	2092.753494	1030.464384	380.8038642	644.2652353	103.9005587	2.629002691
YDR447C	11700.62117	807.3562307	250.1618565	471.1825293	452.4869439	816.7773278	981.8432803	1092.8695	3257.980292	13997.04345
YDR448W	150.6941864	73.82143587	81.8623459	70.07344221	35.38684766	32.76907278	57.1320547	71.42017963	55.43395435	86.95030466
YDR449C	287.9203673	79.59147536	51.89351779	58.3984096	73.23402418	81.02888403	64.02327756	63.61421285	140.9523677	254.0406549
YDR450W	14138.45092	778.9638882	397.5505251	568.8259116	458.7035715	755.0050347	649.4755758	1215.123704	2496.406867	10256.4692
YDR451C	125.575909	3.821843299	37.86934776	38.2642142	30.365116	29.12233694	14.85451319	18.82377262	29.87733403	96.62076843
YDR452W	459.2114935	2550.555264	783.5904128	840.0007442	455.5360794	311.6424041	312.3093799	891.5559765	920.9712152	226.6099976
