gene	veg exp fp rpkm 	0hr fp rpkm	1.5hr fp rpkm	3hr fp rpkm	4.5hr fp rpkm	6hr fp rpkm	8hr fp rpkm	10hr fp rpkm	spore fp rpkm	MATa/a fp rpkm
YJR115W	388.6163159	518.5727891	435.3317817	474.7118047	633.2658332	687.1257848	489.3291068	277.2814736	432.6511972	672.8211975
YJR116W	94.29260959	72.36224884	171.463643	177.118626	189.0029577	64.12529408	13.67535144	35.2299824	56.25200472	68.11020738
YJR117W	285.5940625	272.9120843	552.9731672	544.5228789	601.8563707	278.8946532	130.4965235	192.5235185	247.4242313	211.1909656
YJR118C	146.5104292	20.91497805	256.8123411	117.701008	78.77283469	94.17922342	64.41288723	82.56443383	63.7983978	63.9855209
YJR119C	7.852463063	13.26811333	24.63958385	25.846462	62.2040586	101.8393107	139.1048409	83.97555748	72.19932905	47.89535034
YJR120W	602.1528295	1102.049244	400.5448839	168.064292	55.93440161	104.2120616	90.76620103	33.39628706	126.9714268	128.3962672
YJR121W	4362.556481	8416.323199	4632.795933	4060.080131	2680.207942	1080.392774	1117.402748	1248.278684	1146.823605	1837.630798
YJR122W	57.01033439	11.62915562	27.56003113	32.48697187	29.02537403	19.22512358	20.36725484	33.18427774	34.62328852	37.86162155
YJR123W	25815.23246	1855.679735	1527.384914	1396.740395	1596.461692	1602.764689	2166.971026	6388.322868	10530.07635	4187.691391
YJR124C	45.08013208	3.986900762	26.92505457	16.64257702	16.44132411	7.038328627	4.538716929	9.894599639	16.14890088	18.59819182
YJR125C	429.8643614	445.1825662	423.0738418	400.1149327	292.103701	233.8743697	247.4419998	434.4714551	593.1538341	587.8038462
YJR126C	44.94715234	162.1726069	72.04873526	67.92159697	62.22285474	69.20836163	54.90393039	50.13301125	77.36568884	49.44970808
YJR127C	13.92261733	4.398480158	24.33883932	40.13111051	75.3449952	75.91290375	54.613366	30.86040644	20.36114174	23.2348246
YJR128W	0	0	0	0	0.775090994	0	0	0	0	0
YJR129C	46.39496926	13.36234709	55.78534743	52.61784762	48.20097117	78.76807777	68.51920879	27.22805042	73.96953581	52.60297266
YJR130C	113.1123529	44.13884973	117.0173926	88.95792954	94.51109537	105.6593301	91.21102298	106.6600883	94.04781264	137.7897744
YJR131W	69.66156259	20.16958051	59.7985603	59.04817728	50.74652355	39.38403888	34.50169528	59.22463217	49.38110444	36.53350746
YJR132W	93.11741567	35.32126732	27.92412895	36.19558333	32.08831519	26.28154198	25.3394915	40.05741439	54.23509227	27.89464275
YJR133W	172.728085	60.76351517	257.2437749	248.6357211	207.6427978	135.4258179	83.76581184	202.8324404	261.3147144	406.1007101
YJR134C	56.78698808	48.47735222	96.29407069	79.7331835	63.42677754	44.07806677	23.37909611	34.58303363	69.92771394	52.8928936
YJR135C	23.08649188	3.887228243	47.73077855	37.32097897	25.36661434	24.46584234	17.70099602	36.05019263	32.36508884	39.36239257
YJR135W-A	1022.700251	308.1200034	353.7692999	379.7322114	330.553512	382.256848	440.714057	540.4542135	899.9449981	281.8846818
YJR136C	28.67036592	21.2733884	48.44317823	50.3210258	42.03229767	40.16780085	32.6413565	25.84216037	63.18960467	43.32525629
YJR137C	97.81089795	14.12295855	218.7632732	163.9413715	188.625447	190.9696896	66.74988325	110.6843284	634.6633421	151.0445217
YJR138W	13.10636428	16.12019891	30.01091763	16.80368567	15.30371355	30.45027926	24.39634429	37.68699434	44.02166302	23.99866732
YJR139C	1758.986977	587.3144555	967.2501889	794.4627834	706.7006119	985.7593262	1091.07853	948.8339019	1795.361971	1103.49983
YJR140C	14.92985344	7.087211714	21.97549657	17.49488334	17.31940588	19.26086616	17.92918566	18.30889352	21.73674442	15.23116976
YJR140W-A	0	0	0	0	2.583636646	4.37600432	0	0	0	0
YJR141W	16.67598382	2.607287236	16.0072733	13.0603638	20.55881599	30.01832232	19.61563186	20.09324546	37.54947683	20.46865988
YJR142W	105.2334972	107.2297327	147.4777616	127.467713	130.7816073	125.5899692	95.40286455	82.30881639	53.62135043	113.8684582
YJR143C	234.653312	17.84044187	224.4567164	96.252557	57.06255364	39.57839708	23.92726363	56.22826853	35.74275571	37.32245549
YJR144W	327.4019726	59.86331495	516.2561008	398.3933373	337.6296369	254.1583309	181.1658462	235.4737653	296.3592459	209.0010363
YJR145C	5653.768851	296.842884	194.4733374	178.4916386	177.1179006	246.8283429	306.4441209	692.846852	1204.744707	489.3159526
YJR146W	20.93006132	87.2643075	19.48195043	12.14228834	7.118182596	1.339593159	0	1.139845125	0	0
YJR147W	4.898087113	22.70416496	14.64307071	24.39561235	21.26355824	10.06868251	2.247529314	2.30658925	0.567672769	2.583193706
YJR148W	951.2918067	3647.134734	635.8755821	955.2885828	1692.607671	2010.387867	1475.212348	563.8433885	279.767268	394.652182
YJR149W	8.879419954	204.3571419	166.6238088	206.6175937	167.2988612	93.08954645	58.71013587	80.65958593	124.961733	140.2640634
YJR150C	0	0	0.684312237	1.706013272	1.38905196	0	6.372027553	2.402254242	0.689752935	0
YJR151C	0	0	0.219957505	0.091393568	0.416715588	0.201659185	0	0	0	0.298925641
YJR151W-A	0	0	0	0	0	0	0	0	0	0
YJR152W	1.118400223	19.58450871	914.9006484	275.004293	86.82794147	87.43657487	1.130913287	18.33323418	7.712332909	498.3854869
YJR153W	0	2.50055618	1.11650944	1.391747669	1.813078348	3.838600281	2.227814145	2.286356011	6.752318203	3.983053063
YJR154W	5.07783343	2.615260592	4.087039142	7.095997863	4.977648584	4.416151149	9.578919533	11.27296371	1.177009595	3.273098651
YJR155W	0.363098957	0	0	0	0	0	0	0	0.715394308	0
YJR156C	0	0	0	0.185349573	0.482922738	0	0	0	0	0.606232375
YJR157W	0	0	0	0	0	0	0	0	0	0
YJR158W	0	0	0	0	0.958381445	0.202905919	1.046762751	0	0	0
YJR159W	2.889752056	2.530148561	8.755349912	18.83491649	49.5324422	100.5963123	52.09657692	34.70120218	22.2047387	5.46954328
YJR160C	1.50782603	0.733439291	12.77187213	19.28811875	228.0070419	465.4477323	337.4660767	88.712406	12.87341626	40.55569809
YJR161C	20.39339308	118.645895	245.4725754	239.7868441	153.101765	69.24666177	32.09521257	30.99501936	23.79079147	54.79824377
YJR162C	0	0	0	0	0	0	0	0	0	0
YKL001C	70.45310259	16.35609698	381.3245806	165.4867833	196.1022569	331.4285239	44.41019672	164.1999846	680.3790792	88.79316652
YKL002W	323.2859237	275.0259607	519.43636	526.8156969	455.5933916	363.6397956	286.1642958	466.7478488	401.1447631	668.3114245
YKL003C	362.7877296	106.8987767	80.11952114	104.1201225	105.1909206	117.2144014	93.72732366	108.7127288	190.7228449	99.90655419
YKL004W	105.3443226	53.72922808	107.4567266	110.2723212	137.7714096	206.1991565	174.1894054	96.49893021	53.39987772	47.88600967
YKL005C	49.60121199	68.41521708	74.21098439	76.88074635	66.45562781	57.07831722	55.94719348	103.3512442	203.8201928	133.3437103
YKL006C-A	195.347239	21.92795419	198.2663109	250.1934079	180.8545652	129.597051	150.863004	189.0389299	214.6458075	142.2081253
YKL006W	8739.736978	517.4260116	640.1539712	706.4669056	792.6770919	934.4056284	934.7833266	3058.27152	3263.41241	1599.322517
YKL007W	272.6231548	249.0011666	421.7177222	428.1887768	395.6388165	238.3077052	230.8516488	278.1405212	409.6135199	383.3397214
YKL008C	84.94422548	85.73335474	181.3530333	116.1612251	84.30814318	68.76578218	40.73717293	67.47083248	88.26244508	119.4915919
YKL009W	663.9105473	208.8713425	80.50444678	51.27179172	36.07566376	87.11676804	189.6003301	141.0466419	333.4462758	64.56793853
YKL010C	34.95968348	119.4579226	109.937285	126.1064559	132.3054914	123.4786465	110.9098402	120.5557508	96.61488084	123.5527669
YKL011C	20.17808307	8.961574094	25.43736103	28.32352348	29.70408599	40.87764515	25.85331624	9.364476116	14.98044248	15.43986737
YKL012W	53.16631416	96.28471376	47.90003663	58.33680622	36.55570999	33.28556478	32.72200776	53.67377097	70.9711743	93.67741288
YKL013C	622.6693243	309.4438273	808.9110892	737.0608671	910.2219894	971.6456961	864.9488417	769.4404532	727.9843062	858.419061
YKL014C	56.02939434	18.37801319	8.041747218	10.19465137	12.03722976	10.45727107	13.14729516	16.89975534	19.07868475	10.65006108
YKL015W	16.38067994	32.96045615	76.36924568	102.3847871	76.86319021	58.66580792	32.0990888	33.62780586	43.09878103	64.76550969
YKL016C	1688.178236	2866.266554	2611.335498	2331.523038	1800.711399	1377.170908	1277.500496	1306.586082	1545.736327	1868.165688
YKL017C	21.77062603	49.58557714	23.72162187	17.65203454	11.20613485	9.094707774	7.649723268	11.10319016	27.24316335	20.95473248
YKL018C-A	184.3589568	53.44938835	513.1058694	816.5992464	838.067137	567.7865606	320.6381508	385.3816367	250.1733894	177.5730407
YKL018W	83.18011467	28.96612014	35.10521777	33.2032833	24.75290593	29.22041595	28.67412399	29.54772717	48.42065601	41.11722196
YKL019W	77.28384034	93.58142067	89.67600819	116.9911525	103.6064392	53.48449725	61.56868182	100.0453964	79.69781636	71.09146224
YKL020C	41.807617	281.9794636	100.4905761	105.2255505	84.50898041	58.41533519	98.83279345	133.6674825	186.466887	198.8111415
YKL021C	263.6535119	66.66293424	79.30325345	58.43712888	54.54983386	57.89190571	45.25092427	71.40152335	88.29144803	44.20770698
YKL022C	47.82557252	147.9135327	115.5770862	152.8375419	1097.966901	2291.725722	1554.449857	368.5850956	107.3544574	88.41171864
YKL023C-A	868.5975448	30.54250763	260.8146114	132.8062787	41.52273181	16.4100162	54.42231696	9.973644843	154.6401445	74.71272748
YKL023W	162.032206	293.3501314	273.064454	273.5026916	273.6852307	427.9325155	366.5186015	246.7897236	154.4003924	313.7745988
YKL024C	962.4811262	164.104068	265.7443346	202.2905237	121.0817823	58.89865274	55.82781824	59.77717515	70.73509555	113.6046702
YKL025C	68.37153365	44.05525343	173.5664675	219.5086565	151.847372	66.83352053	67.59728191	70.23863823	74.35223112	82.55782712
YKL026C	1.979870666	138.6794941	107.716757	77.58758163	232.003588	517.1372673	252.8267998	480.0288307	595.5270912	353.0422911
YKL027W	99.49929463	54.94796933	31.00270196	26.13428976	23.90467551	22.08450778	19.77965829	46.71767098	40.01695122	40.46601106
YKL028W	94.51606714	86.62487077	123.0301964	120.40492	144.494334	110.909075	61.12084927	84.50084614	126.9115669	126.6581443
YKL029C	549.6770771	256.5570641	333.2342663	149.9329764	120.1987264	83.81731352	108.36088	94.17575783	72.23941658	460.4549404
YKL030W	0.536668239	2.349423664	0.52451405	0	0	0	0.930296016	0	0	0
YKL031W	0	0	0.808996247	1.008427336	0	0	1.434863347	3.786604144	11.41599561	0.824578782
YKL032C	200.078833	349.917795	273.3371575	248.2824869	458.0814593	619.378743	728.811282	281.001404	202.4293595	250.3210044
YKL033W-A	1109.518304	157.638749	221.7171649	150.7993874	113.5847631	85.30183537	81.53594441	112.7343598	86.90886977	197.7393117
YKL033W	21.95020497	16.36526905	18.73632132	18.33378296	19.32022693	14.0427224	10.55096277	19.95120476	27.0059596	16.51908857
YKL034W	34.09985633	55.54686096	69.62622365	63.12018251	39.01675909	26.11390941	25.43144807	54.71873566	63.27899826	28.43959945
YKL035W	837.9582606	2136.193888	3049.400115	3174.796068	2671.157337	2252.821724	1333.699503	981.8388438	1114.955442	2008.034864
YKL036C	3.519770072	0	3.440056112	1.072021853	1.396560349	1.18270387	0	0	0	0
YKL037W	2.959806651	21.59571246	39.53458426	38.46284467	15.65840391	3.978185746	0.855120581	3.384994613	15.55079344	34.39909463
YKL038W	21.29980755	164.202465	106.9069914	114.9624686	100.2702424	68.89070225	66.63699859	75.69918449	59.68849831	91.72095693
YKL039W	222.8663937	313.0607032	209.8638994	182.6233895	143.9454703	120.3401188	104.1414707	185.9530672	238.2603709	131.2781775
YKL040C	395.2278527	189.4408701	267.0506851	310.7913482	285.5082015	239.2954261	143.2381094	203.6138532	272.0158567	220.875778
YKL041W	230.6050334	229.4412768	370.2045751	438.247763	561.468354	650.6371302	498.0305689	239.7566916	247.8265471	187.9556942
YKL042W	78.36604355	33.56124385	197.0282138	176.4161544	1784.511823	2688.952887	2216.584407	445.1956724	96.7799561	65.90397973
YKL043W	128.073478	41.89692689	73.1780236	43.55127396	82.19985179	125.6051961	212.7402003	96.89669019	58.78603254	117.2090024
YKL044W	113.5739762	19.8881445	67.71110446	24.21398198	28.84059512	33.58328897	32.48463881	7.793359691	15.66380792	28.28496984
YKL045W	90.5735725	37.80310374	619.8437058	292.8104483	205.8787866	196.7912355	114.0955975	88.66158779	63.89497175	45.11369335
YKL046C	239.8682377	151.1498982	327.6773449	205.8880296	144.2029756	167.3058396	119.8978487	133.2664507	221.9785351	103.18357
YKL047W	35.57127793	17.20704655	85.66570316	109.8962604	103.0855426	55.4704773	45.65001861	58.88664673	56.91918935	37.58884684
YKL048C	14.47016585	16.52541475	48.42252897	58.06008211	51.67273292	40.16622323	38.17059984	25.18305171	36.56690196	29.61313364
YKL049C	100.9294068	44.79567785	496.8546758	411.3807289	370.5673132	657.0257915	615.5768741	242.0271149	273.0830404	227.9606941
YKL050C	0.648994149	6.15585425	6.660108635	11.59635599	26.35137709	218.5094516	1356.854769	2890.470517	1293.382997	171.326103
YKL051W	73.10899663	28.16494715	4.858821769	8.728633023	5.801579294	4.323597083	3.548494386	23.74563587	28.23237236	18.06173164
YKL052C	105.5447537	123.7363129	174.1386646	232.9762657	287.6070244	194.7562362	63.57022779	82.24420978	191.7361564	146.4850614
YKL053C-A	1007.350315	580.7635032	253.614286	314.3584082	256.8211949	258.6414494	179.422166	406.8056213	419.3491946	345.6338882
YKL053W	0	0	0.909157687	0.566640122	0	0	0	0	1.832772084	0
YKL054C	659.0798791	209.0464966	422.6825612	684.6145959	448.5193217	307.9248373	289.432663	254.8111112	404.9815381	259.8999024
YKL055C	33.94063998	39.6227126	105.0445706	77.4152924	43.69238806	34.97424302	32.03235473	47.01090975	45.32395828	104.4381558
YKL056C	19394.81304	1984.850259	801.1030671	1412.656797	1357.456659	1956.783554	2986.445072	4854.631194	2201.369793	859.9242398
YKL057C	85.10461738	28.14231056	66.95437306	59.02965126	56.34256733	50.42291815	58.71099987	74.83564712	56.90055177	76.17714746
YKL058W	387.8496153	203.4190314	319.7498757	251.8522796	376.257764	560.8083207	576.1603222	522.7351876	773.5009949	431.7110232
YKL059C	92.58162986	118.55125	109.4867148	186.8099693	153.1814902	79.95022111	42.12785989	93.96969644	160.5195645	106.0619343
YKL060C	62724.27479	15016.13404	8481.19781	7298.033124	7931.688513	6278.27914	7882.805836	25170.71043	54967.39528	38516.03609
YKL061W	98.71270056	309.3241198	241.7005382	213.3038376	125.3338628	75.41624467	105.370869	218.6562478	190.3938234	292.9359983
YKL062W	54.03221504	89.57802564	349.5049153	280.9320116	200.5595517	100.769854	93.52443995	89.94889123	111.1811739	396.2080803
YKL063C	202.6067648	54.89396641	171.5727986	134.6727453	166.0161115	238.6105058	185.9020587	114.7238715	179.4382939	151.8673543
YKL064W	52.9493832	147.1827368	106.213543	110.5395586	112.1026343	103.2276388	85.28072546	92.77379447	114.0466544	81.73224885
YKL065C	317.5698431	621.9565189	436.9791063	442.25201	441.0143408	300.4700293	301.9581674	499.9836161	529.9847616	437.5911719
YKL065W-A	12.66139512	530.5346695	940.4731182	1442.256512	1343.491056	1867.095177	2600.849246	20162.72041	28933.87106	9567.862465
YKL066W	5.341526066	10.02176031	14.17007488	7.437151607	7.872017905	7.179382088	2.645529297	0	0	6.84142708
YKL067W	834.5992114	1375.32456	3668.858351	3096.075114	2082.912439	1530.295242	1374.095814	943.6556625	656.3102122	2683.745485
YKL068W-A	89.39619412	130.4527444	152.0912944	245.0478428	407.2512001	640.8250395	123.3982479	321.8613522	1232.927525	155.020811
YKL068W	147.4092662	85.69390688	81.99152144	72.09018122	47.39308939	38.79341253	57.90950019	69.67274189	73.59198335	88.64474842
YKL069W	183.8205386	37.1821832	199.2241192	201.7731566	189.6806531	173.6811653	184.0368206	148.4772171	175.7070628	197.6223408
YKL070W	0	2.850634045	4.454872665	11.89944257	39.78800435	49.88644925	19.18890583	14.14927748	2.565880917	0
YKL071W	1.23637493	3.608397526	0.40279138	3.263560199	1.635213067	2.21569839	0	3.770626911	0	1.23164932
YKL072W	17.1288409	8.013830649	12.01256542	15.05351169	16.70544177	11.07181816	12.69287416	8.972274879	15.19949539	9.769106049
YKL073W	112.4039797	55.06155087	137.3228896	106.2943246	89.91774869	138.8949863	70.51471128	55.5932352	46.43589594	24.26863538
YKL074C	67.8716293	41.24440991	89.07239777	88.4259758	73.99982913	59.17942851	38.66222342	57.17175941	70.46070628	46.73478796
YKL075C	68.212899	66.47070105	110.7442658	119.4085594	170.304216	200.7276228	92.31731003	138.6591181	159.4001428	97.30029625
YKL076C	56.07189267	47.51056742	84.85471743	82.08411773	177.266181	198.1357512	69.76358738	92.05304796	94.43867264	77.47986553
YKL077W	360.842487	273.9818513	285.616884	239.1054211	185.1490819	228.4203864	239.6721877	302.1720258	298.7221952	210.5129734
YKL078W	44.74433966	14.33279688	13.19929351	19.44461984	14.61414583	12.46794527	8.867695967	13.41705965	8.600718157	7.474184768
YKL079W	46.15346855	57.72869573	62.19238022	74.06795886	68.62658092	48.43144499	39.86982928	60.14875044	74.31790097	56.05841244
YKL080W	747.8709311	146.73505	640.334627	446.6278713	299.0230402	164.3641301	169.7677996	359.0726055	453.5005347	382.6797174
YKL081W	7664.76953	647.3768156	410.0231766	455.8425137	363.8785963	314.6714557	450.6420184	771.7012529	462.2503026	301.3090599
YKL082C	264.3071679	152.4917489	83.73013684	85.44659966	96.3727597	105.9731167	111.9919486	162.8467891	158.1262758	103.8651355
YKL083W	0	0	0	0	0	0	0	0	0	0
YKL084W	182.2569601	44.08196977	181.0817166	188.9189851	162.2097647	143.4607602	180.6596501	116.3112067	166.6499977	142.4396089
YKL085W	968.9843204	4578.661254	3989.383929	5553.45096	4498.972613	2277.189296	2936.923851	2269.203675	2012.994672	2674.985922
YKL086W	56.07189267	158.3685581	320.8569003	846.1825828	658.1096678	336.7092213	300.2185839	343.388898	374.1909671	373.8853976
YKL087C	297.3089686	112.6348086	224.4510757	269.6239548	203.4141242	117.1915303	113.1512238	142.2193103	266.6012855	172.7673553
YKL088W	96.96583965	233.1632738	321.1451296	313.5460003	565.7321764	564.8375142	359.3318923	197.507077	155.8354307	205.3529803
YKL089W	35.38365084	8.067832203	140.6707096	120.2292735	70.34316377	40.12713396	37.21710648	32.45762759	32.3155757	56.5443231
YKL090W	28.33456415	7.059353178	10.13153318	13.75171429	10.41985534	13.62340968	10.58211719	15.5438314	19.0625587	20.42388294
YKL091C	56.05324555	111.6743234	229.6326116	232.877407	145.4294442	108.7234063	115.7850898	163.9105124	136.8910695	273.8451637
YKL092C	26.91650897	4.729162471	57.62886627	42.93669831	34.21830286	44.76833913	43.92797771	29.44477342	12.41555282	25.19943156
YKL093W	5.494141097	923.3381837	641.0840194	868.1015213	724.2256473	437.3269318	462.4385211	662.8983045	967.0163706	868.405144
YKL094W	243.8518255	596.3061013	193.5207076	136.8031153	319.5273076	729.1852097	560.0603518	276.2224686	318.7714302	321.0247869
YKL095W	53.55078752	52.83028346	99.88448639	92.80646329	61.94742691	56.76978578	75.17797538	95.31569774	150.832189	211.1303726
YKL096C-B	3.255787317	0	6.364103807	1.983240428	0	8.752008641	0	7.446988149	0	6.486686417
YKL096W-A	4416.720794	574.0317872	2547.385113	4838.834969	4364.93024	5389.678746	37535.49446	33177.86241	6221.382497	8211.878427
YKL096W	1554.786434	2699.680015	1015.797751	2563.78899	33328.91273	44519.47886	35552.83531	12710.48552	1699.60453	4114.475709
YKL097C	0	0	0.815910744	3.559662307	0.662470935	0	0	0	0	0
YKL098W	21.96211563	6.325371402	29.3727868	32.03696077	36.2320642	23.30416502	40.82568288	36.02315273	40.99336376	38.28680296
YKL099C	254.543372	62.93607632	72.73261494	56.40644855	41.27107889	57.96784944	90.15414123	92.84556654	57.48239717	63.18201055
YKL100C	82.8850081	178.4155639	209.5784537	160.7891228	323.9552851	617.8024409	575.9056452	375.0371409	206.3320614	334.3841167
YKL100W-A	0	0	0	0	0	0	0	0	0	0
YKL101W	40.26837682	10.8396358	12.92774923	7.739797536	5.687792482	2.627354162	2.428451176	5.141849723	4.364907497	11.2294538
YKL102C	2.353581193	0	10.35125318	5.734671118	0.933844571	1.581688309	3.059889307	2.691682464	0	2.344585452
YKL103C	348.6652235	658.2373159	1101.761365	1196.194469	1002.451019	577.8977827	462.7912583	819.1686964	811.3626475	1158.561507
YKL104C	398.2508898	374.2988685	1289.551607	1208.100283	3014.415489	7905.960241	6819.492299	2241.618116	400.8729427	559.1282067
YKL105C	24.92120104	42.49154597	51.10654534	48.63111489	45.17316356	47.48180158	68.81691965	57.90249962	40.4867065	54.70419521
YKL106C-A	4.883680975	0	0	0	0	13.12801296	4.232846875	0	0	9.730029625
YKL106W	123.9007951	19.79606976	81.98203168	76.57511654	64.05265851	46.4950459	40.76074768	45.50937202	33.85537321	125.9047815
YKL107W	2.357639091	54.55523776	788.7099684	812.4446996	819.1909986	1081.023964	2172.764089	1929.411912	1933.700946	1078.020179
YKL108W	27.90674843	5.911453089	96.12142962	67.85972434	39.46891927	27.82896757	17.36052405	28.56966652	64.29482712	35.4226885
YKL109W	168.6424666	419.5877078	365.578435	337.8193808	207.8521167	149.7183501	191.6671113	127.3937018	92.97714559	169.8199927
YKL110C	183.387204	40.7233435	57.79645294	65.77072849	60.90000665	25.45227003	38.00923724	31.15576675	23.5642125	58.24779639
YKL111C	0	0	0	0	0	0	0	0	0	0
YKL112W	94.1068862	124.9154245	249.2458352	223.0309847	154.9093377	109.3386473	126.5098055	92.40750042	125.4110336	73.11187991
YKL113C	150.6810659	14.13537543	187.5043808	96.86736307	57.43787254	64.73593168	54.339026	48.00537815	50.89350579	73.44430075
YKL114C	175.7002466	35.63292556	106.1598351	109.5911306	141.8772882	197.2974362	114.092252	96.93924229	87.37266915	97.5798948
YKL115C	19.3587354	19.26104085	63.64103807	51.45704895	18.85356471	11.8270387	6.864076013	13.08254675	62.4133196	37.69290756
YKL116C	36.21166254	17.99498445	130.0878935	122.4521796	98.16783728	56.30049647	29.68930674	42.53289825	43.19318578	54.0123889
YKL117W	2155.265096	2504.795702	5267.830392	6966.912214	7730.450683	5415.805144	4468.769	3043.814649	3009.700167	3091.383524
YKL118W	0	0	1.136447108	0	0	0	0	5.31927725	0	0
YKL119C	141.0287465	17.4528615	81.33714304	61.0149989	50.61818735	38.17840504	33.25808259	29.63597325	84.43842813	71.98236202
YKL120W	319.2806513	9.813658188	133.3331912	47.20762462	29.22474239	49.49906526	105.4742172	90.46259375	121.1432302	848.5861902
YKL121W	13.95337421	14.37294477	68.64522534	107.994941	226.6652654	246.6427405	108.7430049	65.97691782	45.28025148	25.23032892
YKL122C	439.5312877	89.56383993	190.2781037	113.366311	82.22249055	105.5563204	78.36486782	122.2714946	227.548561	148.5801821
YKL123W	7.302700523	71.93188712	58.88282962	38.36736156	35.49482121	41.71518137	48.26236624	68.90203989	43.16435187	60.92635373
YKL124W	18.66263801	177.1465442	120.0088146	97.42668605	82.6302363	73.3762153	81.48230234	96.54488208	132.3032348	141.4329306
YKL125W	70.36356141	86.50361535	85.56998129	85.62510073	66.92808745	47.07083595	42.7461839	65.22238799	110.4637056	86.09795951
YKL126W	130.0344707	258.7564943	543.0188422	592.1817903	507.9718888	288.1807384	192.6233495	144.9965771	214.2762884	219.3304711
YKL127W	272.8125234	25.60914433	196.1206582	149.4449049	105.6430737	47.41333175	71.59733734	48.85818904	25.84508002	63.21870428
YKL128C	278.1574816	20.14034923	15.2185091	13.79645515	13.76067344	4.756526435	2.147096241	3.237820935	4.183501495	2.115223832
YKL129C	37.78899427	81.34902911	77.68174671	88.74644219	67.78173838	33.1610879	19.35402408	32.85961198	33.0734051	55.68905845
YKL130C	152.749493	52.74300876	129.1043966	152.0193104	130.7752646	86.74898432	71.97704377	77.75049301	112.7518156	68.15307094
YKL131W	0	0	3.099401205	9.272292912	10.56942264	6.819746993	5.497203734	2.176067966	6.248086648	0.631820106
YKL132C	1.188243546	3.121132166	5.342130933	22.29335956	19.80159473	12.1378222	8.033140054	2.717878887	0	0.946961521
YKL133C	4.39971259	32.74376944	14.62023848	12.06024585	71.39914785	120.3401188	78.17419904	41.26033975	29.90638231	17.75072972
YKL134C	37.61666621	7.382120037	95.46155711	119.6265342	114.4623088	63.28643698	39.79887898	35.89982335	40.89053254	43.41686526
YKL135C	91.4567696	147.57172	138.6690511	132.7957594	109.5213441	62.39055665	48.13591071	104.7528955	98.26198844	112.1637078
YKL136W	0	0	0	0	1.371842467	0	0	0	0	0
YKL137W	403.4345153	134.7854141	189.8854886	186.2521446	181.1353953	249.7176378	186.797373	167.5572334	204.9915733	115.2796988
YKL138C-A	349.6715578	128.278532	450.5785495	379.592218	838.6484552	1809.040186	1400.225746	337.3485632	361.7892093	400.8772206
YKL138C	529.3561342	160.348165	115.9176051	91.37071974	188.2363842	444.2425814	344.6746741	167.5572334	142.6125778	105.9878227
YKL139W	44.84625331	35.77157508	46.80216418	44.21777298	37.54818238	70.74824105	80.70408438	51.9405691	74.50539433	32.18103183
YKL140W	52.6218933	88.91391634	207.8860374	201.8856277	186.9595667	137.2361279	120.6641415	86.15419182	81.85111621	88.83940092
YKL141W	821.7679942	3146.048914	3784.864083	3546.898091	2523.592353	1020.904695	1018.247969	1348.570508	1742.720517	3992.030032
YKL142W	563.5767845	2943.99231	3114.433301	2787.741908	7350.187894	15829.10163	12221.92207	4341.966441	3337.890338	2472.400528
YKL143W	194.9072677	161.7927431	70.52115029	57.21916641	53.5930034	96.09468947	197.3421854	146.6754761	137.3959883	63.77114011
YKL144C	159.9215739	37.66381769	75.67677843	76.45237714	47.79058459	48.29476271	56.14553368	76.9779345	67.80307086	71.08467239
YKL145W-A	364.0562181	1399.402168	1657.559764	3012.722505	2712.818478	1611.165227	677.2555	649.9189658	752.2696325	831.4752589
YKL145W	656.244631	894.3228014	1976.139466	2852.014835	2932.542934	1761.732454	792.3360244	600.9121018	810.572091	781.4430043
YKL146W	83.30558335	215.3859453	268.6540701	243.646833	237.8250969	208.3316173	217.6173876	156.6855159	173.8546357	121.3000721
YKL147C	0	0	1.539702534	0.639754977	0.416715588	0	0.455144825	0	0	0
YKL148C	327.1515758	1266.259906	1674.650891	1499.023176	932.8550865	532.3081584	595.4613575	713.9395161	505.1190694	1373.485341
YKL149C	33.65438185	55.3879672	71.96713243	40.84653214	35.14013573	30.94946061	30.48527024	46.88129845	70.79438281	58.22893377
YKL150W	594.3249921	4848.596105	991.7207699	827.4948049	568.3087675	358.5849477	373.9264024	1638.468965	1483.76824	1590.498836
YKL151C	163.6110156	403.3152584	521.8765882	434.8739501	300.9895941	198.7837925	95.3392009	670.5813146	543.3273077	823.5226967
YKL152C	36867.93582	9435.223606	863.7596154	1801.356405	2896.732613	3204.271585	4325.672464	13804.36435	32852.56017	10405.15712
YKL153W	0	0	0	3.173184685	1.033454658	0	0	0	0	2.594674567
YKL154W	71.62732097	17.10380427	55.57983991	61.0838052	28.59224555	21.58828798	12.41635083	43.68899714	45.33056287	24.21696262
YKL155C	70.56878913	11.23402579	11.91310072	14.16600306	21.636366	51.08931152	33.9183789	32.09908685	31.91551387	7.509218266
YKL156C-A	0	0	0	0	0	0	0	0	0	0
YKL156W	6128.63203	746.5946309	910.6729495	900.9577946	712.3455323	410.5108815	790.1314166	1675.572334	3311.208231	2315.129271
YKL157W	335.8863553	373.912315	607.5773777	711.4983292	1175.413646	1775.578085	1346.008338	728.2764175	385.9325801	394.8310056
YKL159C	68.67676371	135.8505287	264.0108689	308.951673	273.7040072	163.4164113	112.4349951	101.2324952	121.2779652	151.0181681
